"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25025091300","1346","243","531","135","271","114","249","94","232","93","17","28","0","127","17","28","0","127","11","18","815","141","391","146","301","101","218","86","83","53","66","54","17","23","19","31","104","65","Census Tract 913, Suffolk County, Massachusetts"
"1400000US25025091400","1866","333","766","246","467","225","213","86","173","77","40","39","22","27","18","28","27","29","59","59","1100","184","562","157","298","93","176","77","122","60","44","51","78","56","105","72","135","72","Census Tract 914, Suffolk County, Massachusetts"
"1400000US25025091500","3657","350","1825","251","1161","250","551","123","440","118","111","71","71","61","40","45","46","30","67","48","1832","207","983","181","661","138","424","116","237","99","132","87","105","61","122","66","66","50","Census Tract 915, Suffolk County, Massachusetts"
"1400000US25025091600","2342","257","1213","242","815","220","333","87","296","89","37","34","0","127","37","34","0","127","65","53","1129","164","540","152","403","111","280","88","123","78","88","60","35","53","86","57","100","59","Census Tract 916, Suffolk County, Massachusetts"
"1400000US25025091700","2463","432","1114","298","680","217","354","145","219","84","135","106","49","58","86","88","33","41","47","41","1349","256","844","258","290","94","213","81","77","59","31","33","46","50","122","76","93","71","Census Tract 917, Suffolk County, Massachusetts"
"1400000US25025091800","2396","317","1016","213","583","182","365","125","257","91","108","81","62","62","46","52","17","26","51","53","1380","211","788","216","398","107","252","92","146","77","62","55","84","65","104","75","90","71","Census Tract 918, Suffolk County, Massachusetts"
"1400000US25025091900","2548","376","1101","259","673","215","368","129","205","87","163","92","94","63","69","54","41","44","19","30","1447","228","725","158","397","104","197","84","200","90","116","75","84","58","118","69","207","88","Census Tract 919, Suffolk County, Massachusetts"
"1400000US25025092000","4060","375","1793","282","949","265","712","127","680","124","32","33","0","127","32","33","14","23","118","95","2267","279","1149","300","848","158","656","121","192","113","74","46","118","101","135","83","135","67","Census Tract 920, Suffolk County, Massachusetts"
"1400000US25025092101","4981","513","2302","354","1206","282","749","232","562","166","187","111","7","12","180","110","37","42","310","120","2679","356","1306","304","830","229","543","150","287","150","78","66","209","139","213","101","330","140","Census Tract 921.01, Suffolk County, Massachusetts"
"1400000US25025092200","2593","292","1577","284","1187","279","271","100","271","100","0","127","0","127","0","127","9","14","110","74","1016","161","349","129","405","101","257","96","148","73","65","47","83","68","106","59","156","73","Census Tract 922, Suffolk County, Massachusetts"
"1400000US25025092300","2224","252","1187","206","701","193","360","114","287","104","73","60","28","35","45","43","17","19","109","56","1037","160","541","167","388","108","283","105","105","78","73","70","32","34","75","51","33","31","Census Tract 923, Suffolk County, Massachusetts"
"1400000US25025092400","4283","401","1811","336","1017","268","635","205","455","130","180","160","180","160","0","127","14","23","145","92","2472","249","1311","239","710","158","442","122","268","107","231","97","37","35","157","100","294","132","Census Tract 924, Suffolk County, Massachusetts"
"1400000US25025100100","3909","437","1637","278","999","225","491","107","406","97","85","81","29","37","56","66","45","51","102","72","2272","302","1106","243","709","150","377","90","332","141","186","93","146","92","188","90","269","93","Census Tract 1001, Suffolk County, Massachusetts"
"1400000US25025100200","2287","331","979","231","460","181","462","118","392","111","70","50","53","45","17","26","16","26","41","37","1308","179","695","140","472","105","370","102","102","60","71","46","31","36","62","52","79","60","Census Tract 1002, Suffolk County, Massachusetts"
"1400000US25025100300","2788","358","1285","212","624","146","464","114","356","97","108","79","37","49","71","57","51","60","146","81","1503","278","830","231","457","116","334","89","123","87","58","54","65","68","85","56","131","89","Census Tract 1003, Suffolk County, Massachusetts"
"1400000US25025100400","3760","503","1667","344","1124","343","361","109","307","101","54","42","20","25","34","39","35","38","147","95","2093","277","1266","296","552","149","306","100","246","113","83","53","163","105","65","37","210","97","Census Tract 1004, Suffolk County, Massachusetts"
"1400000US25025100500","3917","528","1849","411","905","311","698","183","537","162","161","116","53","75","108","77","58","59","188","122","2068","262","846","197","737","222","538","155","199","123","88","66","111","103","192","89","293","110","Census Tract 1005, Suffolk County, Massachusetts"
"1400000US25025100601","4076","527","2008","363","1070","331","888","173","770","156","118","83","58","52","60","65","10","17","40","38","2068","329","714","231","900","170","715","156","185","101","139","97","46","52","223","110","231","113","Census Tract 1006.01, Suffolk County, Massachusetts"
"1400000US25025100603","1747","239","751","121","376","105","191","63","177","62","14","18","0","127","14","18","40","45","144","79","996","184","351","95","291","91","176","62","115","68","38","47","77","48","196","104","158","86","Census Tract 1006.03, Suffolk County, Massachusetts"
"1400000US25025100700","3538","259","1591","224","684","205","794","122","701","102","93","77","65","69","28","30","21","24","92","91","1947","202","797","209","722","99","696","101","26","31","8","13","18","28","229","84","199","82","Census Tract 1007, Suffolk County, Massachusetts"
"1400000US25025100800","4781","482","2112","324","1022","267","924","207","839","180","85","94","38","60","47","74","27","27","139","107","2669","323","1125","256","965","186","791","171","174","102","111","80","63","67","272","149","307","154","Census Tract 1008, Suffolk County, Massachusetts"
"1400000US25025100900","3356","261","1487","240","765","181","587","133","586","131","1","14","0","127","1","14","30","46","105","85","1869","153","857","189","666","151","566","134","100","84","99","82","1","15","132","65","214","99","Census Tract 1009, Suffolk County, Massachusetts"
"1400000US25025101001","4910","519","1926","337","786","241","907","232","667","163","240","183","11","20","229","180","4","23","229","141","2984","356","1398","307","993","207","657","161","336","135","184","100","152","114","246","118","347","158","Census Tract 1010.01, Suffolk County, Massachusetts"
"1400000US25025101002","5033","739","2071","400","1081","277","760","197","327","116","433","186","202","127","231","155","69","64","161","96","2962","486","1499","368","900","280","325","117","575","241","327","196","248","158","226","122","337","148","Census Tract 1010.02, Suffolk County, Massachusetts"
"1400000US25025101101","2718","379","1243","258","568","212","543","135","442","111","101","69","38","37","63","56","18","30","114","77","1475","240","699","167","574","154","443","111","131","94","16","20","115","95","87","57","115","72","Census Tract 1011.01, Suffolk County, Massachusetts"
"1400000US25025101102","3320","329","1324","229","683","191","482","154","351","116","131","71","38","38","93","70","7","12","152","123","1996","257","1097","261","536","154","351","116","185","107","148","88","37","42","79","56","284","111","Census Tract 1011.02, Suffolk County, Massachusetts"
"1400000US25025110103","4608","540","1972","419","970","243","882","273","604","192","278","252","0","127","278","252","0","127","120","99","2636","304","1605","322","671","183","554","178","117","88","117","88","0","127","141","92","219","121","Census Tract 1101.03, Suffolk County, Massachusetts"
"1400000US25025110201","1518","141","633","153","310","136","209","86","192","82","17","20","8","12","9","15","5","21","109","47","885","116","526","113","244","86","182","78","62","58","23","38","39","36","58","38","57","45","Census Tract 1102.01, Suffolk County, Massachusetts"
"1400000US25025110301","1991","318","1015","270","564","206","316","81","316","81","0","127","0","127","0","127","50","43","85","73","976","132","441","126","380","91","302","77","78","58","65","58","13","20","35","32","120","59","Census Tract 1103.01, Suffolk County, Massachusetts"
"1400000US25025110401","2905","249","1268","210","641","185","517","125","458","98","59","48","7","13","52","45","32","30","78","62","1637","120","815","138","602","102","449","86","153","81","72","56","81","58","59","43","161","79","Census Tract 1104.01, Suffolk County, Massachusetts"
"1400000US25025110403","3883","325","1656","227","695","179","832","146","726","149","106","49","52","44","54","38","19","21","110","64","2227","241","965","194","764","146","700","141","64","36","32","24","32","28","154","70","344","127","Census Tract 1104.03, Suffolk County, Massachusetts"
"1400000US25025110501","2899","281","1455","183","528","167","858","116","825","103","33","40","4","12","29","41","22","22","47","45","1444","197","493","160","832","96","795","96","37","42","37","42","0","127","99","55","20","24","Census Tract 1105.01, Suffolk County, Massachusetts"
"1400000US25025110502","2864","258","1259","177","515","135","653","131","591","126","62","60","48","56","14","21","25","25","66","46","1605","142","653","147","661","140","578","130","83","73","42","61","41","42","131","56","160","67","Census Tract 1105.02, Suffolk County, Massachusetts"
"1400000US25025110601","2474","455","1105","168","233","88","708","87","664","77","44","45","9","15","35","43","61","56","103","95","1369","333","383","187","695","97","653","84","42","48","0","127","42","48","237","145","54","38","Census Tract 1106.01, Suffolk County, Massachusetts"
"1400000US25025110607","4614","450","1850","257","749","235","980","163","819","139","161","101","22","27","139","99","82","55","39","38","2764","370","1055","256","927","146","783","126","144","84","53","52","91","60","509","179","273","109","Census Tract 1106.07, Suffolk County, Massachusetts"
"1400000US25025120103","1231","98","580","92","252","86","297","64","281","63","16","18","16","18","0","127","0","127","31","36","651","85","277","104","279","62","279","62","0","127","0","127","0","127","55","48","40","40","Census Tract 1201.03, Suffolk County, Massachusetts"
"1400000US25025120104","1680","160","670","130","269","114","276","88","255","85","21","36","0","127","21","36","33","38","92","48","1010","110","527","101","321","93","254","84","67","52","42","34","25","42","0","127","162","80","Census Tract 1201.04, Suffolk County, Massachusetts"
"1400000US25025120105","2050","401","746","102","199","68","491","84","474","83","17","20","10","16","7","12","56","52","0","127","1304","376","525","363","483","81","464","78","19","21","11","17","8","12","193","103","103","47","Census Tract 1201.05, Suffolk County, Massachusetts"
"1400000US25025120201","3442","361","1800","354","1041","330","590","142","398","110","192","140","43","43","149","132","78","51","91","55","1642","174","849","190","527","120","405","115","122","83","92","82","30","37","125","81","141","64","Census Tract 1202.01, Suffolk County, Massachusetts"
"1400000US25025120301","3889","361","1942","245","1122","270","685","172","578","150","107","91","99","90","8","13","12","19","123","72","1947","204","955","233","692","151","546","144","146","78","99","64","47","47","65","53","235","85","Census Tract 1203.01, Suffolk County, Massachusetts"
"1400000US25025120400","4884","398","2183","301","1150","279","837","181","757","171","80","64","51","59","29","33","25","38","171","89","2701","218","1482","223","807","172","757","166","50","42","31","38","19","22","168","92","244","119","Census Tract 1204, Suffolk County, Massachusetts"
"1400000US25025120500","2071","271","1031","169","645","202","361","122","267","98","94","67","20","23","74","68","0","127","25","35","1040","204","592","197","302","99","251","92","51","58","40","55","11","18","47","41","99","70","Census Tract 1205, Suffolk County, Massachusetts"
"1400000US25025120600","2205","284","966","184","569","203","388","96","388","96","0","127","0","127","0","127","0","127","9","14","1239","163","647","171","428","90","384","94","44","39","16","19","28","32","41","41","123","74","Census Tract 1206, Suffolk County, Massachusetts"
"1400000US25025120700","1938","239","1100","236","695","209","299","93","265","82","34","42","0","127","34","42","39","46","67","44","838","146","423","138","273","81","264","81","9","15","9","15","0","127","37","40","105","56","Census Tract 1207, Suffolk County, Massachusetts"
