"B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","id","Geographic Area Name"
"1812","261","610","155","559","153","51","38","44","37","7","10","0","12","0","12","0","12","438","108","133","61","287","87","7","10","11","15","0","12","6","9","0","12","85","48","521","141","31","25","121","88","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"1639","220","480","161","434","162","46","51","46","51","0","12","0","12","0","12","0","12","406","167","122","129","271","85","8","12","5","11","0","12","9","14","0","12","133","68","565","166","0","12","46","31","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"1004","165","220","93","202","91","18","22","18","22","0","12","0","12","0","12","0","12","445","169","87","59","349","152","0","12","9","13","0","12","18","19","0","12","69","55","217","84","14","22","21","23","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"2732","293","607","168","564","170","43","30","20","23","23","25","0","12","0","12","0","12","919","187","126","60","718","196","44","42","31","37","0","12","21","26","0","12","163","70","806","187","23","26","193","76","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"1080","137","303","89","298","90","5","7","5","7","0","12","0","12","0","12","0","12","360","100","164","69","196","66","0","12","0","12","0","12","0","12","0","12","144","65","253","75","4","6","16","15","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"2101","268","406","144","349","124","57","49","39","46","18","20","0","12","0","12","0","12","672","194","236","115","410","145","0","12","26","40","0","12","51","65","0","12","265","105","506","164","66","58","135","74","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"1972","250","537","161","460","132","77","59","62","55","0","12","15","24","0","12","0","12","590","244","220","124","358","151","12","19","0","12","0","12","33","53","0","12","212","101","522","196","0","12","78","55","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"1273","193","418","111","391","111","27","36","27","36","0","12","0","12","0","12","0","12","384","108","246","105","100","56","0","12","38","51","0","12","0","12","0","12","57","35","402","116","0","12","12","16","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"1629","171","461","112","422","114","39","24","11","17","0","12","28","20","0","12","0","12","542","101","214","79","313","76","0","12","15","16","0","12","15","21","0","12","147","46","386","104","6","9","72","36","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"1918","202","649","137","510","116","139","92","106","81","33","40","0","12","0","12","0","12","378","109","89","56","289","104","0","12","0","12","0","12","0","12","0","12","191","68","493","159","63","81","144","58","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"2443","222","491","162","475","163","16","20","6","12","10","16","0","12","0","12","0","12","1163","213","388","176","751","167","24","28","0","12","0","12","25","44","0","12","155","58","345","121","11","17","253","104","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"1723","242","300","98","271","90","29","39","13","15","0","12","0","12","16","37","0","12","706","161","247","92","444","123","7","11","8","16","0","12","0","12","0","12","118","57","557","168","0","12","42","25","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"2604","389","276","99","188","78","88","50","62","46","26","29","0","12","0","12","0","12","284","91","98","55","143","53","30","45","13","18","0","12","0","12","0","12","182","99","1726","314","8","16","128","66","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"3164","265","757","163","707","164","50","42","40","39","0","17","0","17","10","16","0","17","824","200","248","92","537","165","39","36","0","17","0","17","28","25","12","18","180","85","1116","236","54","45","193","86","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"3068","294","975","164","848","171","127","80","127","80","0","12","0","12","0","12","0","12","870","180","293","115","548","167","29","32","0","12","0","12","0","12","0","12","420","137","511","118","3","7","289","103","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"1994","256","648","184","508","158","140","92","140","92","0","12","0","12","0","12","0","12","667","196","196","78","463","173","8","12","0","12","0","12","17","19","0","12","241","149","353","107","0","12","68","57","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"1643","177","586","118","534","107","52","51","52","51","0","12","0","12","0","12","0","12","434","105","146","59","288","90","0","12","0","12","0","12","10","18","0","12","280","106","275","81","0","12","58","36","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"2620","300","585","143","473","125","112","105","103","103","0","12","9","18","0","12","0","12","534","127","161","82","343","106","30","29","0","12","0","12","25","27","0","12","177","68","1087","203","15","19","197","74","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"2928","273","544","120","490","114","54","39","47","36","7","14","0","17","0","17","0","17","626","106","237","73","373","85","9","14","7","14","0","17","0","17","0","17","266","118","1127","212","43","40","322","122","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"2753","345","576","165","549","158","27","45","27","45","0","12","0","12","0","12","0","12","928","219","257","131","645","191","11","19","15","25","0","12","16","27","0","12","228","116","728","175","58","57","219","131","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"2921","383","609","156","482","130","127","82","127","82","0","17","0","17","0","17","0","17","416","139","179","82","221","95","0","17","16","32","0","17","0","17","0","17","120","52","1500","282","5","11","271","108","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
